,name,year_start,college,fame,YEAR,G,POS,TRB%,STL%,BLK%,PTS,AST%,division
0,Alaa Abdelnaby,1991,Duke University,0,1993.0,75.0,PF,14.6,1.0,1.2,578.0,3.0,1
1,Alaa Abdelnaby,1991,Duke University,0,1993.0,12.0,PF,13.4,1.9,1.6,64.0,9.5,1
2,Alaa Abdelnaby,1991,Duke University,0,1995.0,54.0,PF,13.1,1.5,1.8,256.0,5.0,1
3,Alaa Abdelnaby,1991,Duke University,0,1995.0,51.0,PF,13.0,1.6,1.9,254.0,5.3,1
4,Kareem Abdul-Jabbar,1970,"University of California, Los Angeles",1,1982.0,76.0,C,13.4,1.1,4.1,1818.0,11.9,1
5,Kareem Abdul-Jabbar,1970,"University of California, Los Angeles",1,1983.0,79.0,C,12.8,1.1,3.5,1722.0,10.8,1
6,Kareem Abdul-Jabbar,1970,"University of California, Los Angeles",1,1984.0,80.0,C,12.7,1.0,2.9,1717.0,11.5,1
7,Kareem Abdul-Jabbar,1970,"University of California, Los Angeles",1,1985.0,79.0,C,13.5,1.1,3.3,1735.0,13.1,1
8,Kareem Abdul-Jabbar,1970,"University of California, Los Angeles",1,1986.0,79.0,C,10.3,1.2,2.7,1846.0,15.7,1
9,Kareem Abdul-Jabbar,1970,"University of California, Los Angeles",1,1987.0,78.0,C,11.9,0.9,2.2,1366.0,11.6,1
10,Kareem Abdul-Jabbar,1970,"University of California, Los Angeles",1,1988.0,80.0,C,11.7,1.0,2.2,1165.0,8.4,1
11,Kareem Abdul-Jabbar,1970,"University of California, Los Angeles",1,1989.0,74.0,C,11.0,1.1,2.9,748.0,6.1,1
12,Mahmoud Abdul-Rauf,1991,Louisiana State University,0,1991.0,67.0,PG,3.8,1.5,0.1,942.0,19.2,1
13,Mahmoud Abdul-Rauf,1991,Louisiana State University,0,1992.0,81.0,PG,4.0,1.4,0.2,837.0,21.0,1
14,Mahmoud Abdul-Rauf,1991,Louisiana State University,0,1993.0,81.0,PG,4.4,1.5,0.2,1553.0,20.8,1
15,Mahmoud Abdul-Rauf,1991,Louisiana State University,0,1994.0,80.0,PG,3.6,1.6,0.2,1437.0,24.1,1
16,Mahmoud Abdul-Rauf,1991,Louisiana State University,0,1995.0,73.0,PG,3.9,1.9,0.3,1165.0,23.0,1
17,Mahmoud Abdul-Rauf,1991,Louisiana State University,0,1996.0,57.0,PG,3.9,1.6,0.1,1095.0,34.7,1
18,Mahmoud Abdul-Rauf,1991,Louisiana State University,0,1997.0,75.0,PG,3.3,1.4,0.2,1031.0,15.8,1
19,Mahmoud Abdul-Rauf,1991,Louisiana State University,0,1998.0,31.0,PG,3.9,1.6,0.1,227.0,19.7,1
20,Mahmoud Abdul-Rauf,1991,Louisiana State University,0,2001.0,41.0,PG,2.9,1.0,0.1,266.0,32.7,1
21,Tariq Abdul-Wahad,1998,San Jose State University,0,1998.0,59.0,SG,6.7,1.9,0.9,376.0,8.9,1
22,Tariq Abdul-Wahad,1998,San Jose State University,0,1999.0,49.0,SG,8.1,2.1,0.8,454.0,6.5,1
23,Tariq Abdul-Wahad,1998,San Jose State University,0,2000.0,61.0,SG,10.0,1.8,1.2,697.0,10.0,1
24,Tariq Abdul-Wahad,1998,San Jose State University,0,2000.0,46.0,SG,10.8,2.2,0.9,563.0,9.7,1
25,Tariq Abdul-Wahad,1998,San Jose State University,0,2000.0,15.0,SG,7.6,0.8,2.2,134.0,11.0,1
26,Tariq Abdul-Wahad,1998,San Jose State University,0,2001.0,29.0,SG,7.6,1.7,2.1,111.0,8.1,1
27,Tariq Abdul-Wahad,1998,San Jose State University,0,2002.0,24.0,SG,10.8,2.4,1.7,135.0,8.8,1
28,Tariq Abdul-Wahad,1998,San Jose State University,0,2002.0,20.0,SG,10.7,2.3,1.6,135.0,8.7,1
29,Tariq Abdul-Wahad,1998,San Jose State University,0,2003.0,14.0,SG,10.8,1.5,1.1,57.0,15.4,1
30,Shareef Abdur-Rahim,1997,University of California,0,1997.0,80.0,PF,11.5,1.5,2.2,1494.0,12.1,1
31,Shareef Abdur-Rahim,1997,University of California,0,1998.0,82.0,SF,11.3,1.6,1.8,1829.0,13.5,1
32,Shareef Abdur-Rahim,1997,University of California,0,1999.0,50.0,SF,10.9,1.8,2.0,1152.0,17.6,1
33,Shareef Abdur-Rahim,1997,University of California,0,2000.0,82.0,SF,15.3,1.5,1.9,1663.0,15.5,1
34,Shareef Abdur-Rahim,1997,University of California,0,2001.0,81.0,SF,13.0,1.5,1.6,1663.0,14.3,1
35,Shareef Abdur-Rahim,1997,University of California,0,2002.0,77.0,PF,13.3,1.7,2.0,1636.0,15.1,1
36,Shareef Abdur-Rahim,1997,University of California,0,2003.0,81.0,PF,12.5,1.5,0.9,1608.0,14.7,1
37,Shareef Abdur-Rahim,1997,University of California,0,2004.0,85.0,PF,13.6,1.4,1.0,1384.0,12.3,1
38,Shareef Abdur-Rahim,1997,University of California,0,2004.0,53.0,PF,14.3,1.2,0.7,1065.0,12.6,1
39,Shareef Abdur-Rahim,1997,University of California,0,2004.0,32.0,PF,11.8,1.8,1.8,319.0,11.5,1
40,Shareef Abdur-Rahim,1997,University of California,0,2005.0,54.0,PF,12.1,1.4,1.0,909.0,10.7,1
41,Shareef Abdur-Rahim,1997,University of California,0,2006.0,72.0,PF,10.6,1.3,1.6,887.0,13.2,1
42,Shareef Abdur-Rahim,1997,University of California,0,2007.0,80.0,C,11.6,1.3,1.5,793.0,9.2,1
43,Alex Abrines,2017,Unknown,0,2017.0,68.0,SG,4.5,1.7,0.6,406.0,5.5,0
44,Alex Acker,2006,Pepperdine University,0,2009.0,25.0,SG,7.0,1.3,1.5,72.0,10.2,1
45,Alex Acker,2006,Pepperdine University,0,2009.0,7.0,SG,5.9,5.5,3.9,9.0,9.1,1
46,Alex Acker,2006,Pepperdine University,0,2009.0,18.0,SG,7.1,0.9,1.2,63.0,10.3,1
47,Mark Acres,1988,Oral Roberts University,0,1989.0,62.0,C,13.3,1.5,0.6,137.0,3.7,1
48,Mark Acres,1988,Oral Roberts University,0,1990.0,80.0,C,13.4,1.0,0.8,362.0,5.0,1
49,Mark Acres,1988,Oral Roberts University,0,1991.0,68.0,C,14.9,0.9,1.1,285.0,2.5,1
50,Mark Acres,1988,Oral Roberts University,0,1992.0,68.0,C,15.2,1.3,1.0,208.0,3.2,1
51,Mark Acres,1988,Oral Roberts University,0,1993.0,18.0,C,14.0,0.5,1.4,64.0,2.5,1
52,Mark Acres,1988,Oral Roberts University,0,1993.0,6.0,C,14.8,0.0,0.0,6.0,0.0,1
53,Quincy Acy,2013,Baylor University,0,2013.0,29.0,PF,13.4,2.0,3.5,116.0,5.2,1
54,Quincy Acy,2013,Baylor University,0,2014.0,63.0,SF,14.4,1.4,2.5,171.0,4.9,1
55,Quincy Acy,2013,Baylor University,0,2014.0,7.0,SF,14.3,3.4,3.9,19.0,10.1,1
56,Quincy Acy,2013,Baylor University,0,2014.0,56.0,SF,14.4,1.2,2.4,152.0,4.4,1
57,Quincy Acy,2013,Baylor University,0,2015.0,68.0,PF,13.5,1.1,1.4,398.0,8.7,1
58,Quincy Acy,2013,Baylor University,0,2016.0,59.0,PF,11.6,1.6,2.2,307.0,4.4,1
59,Quincy Acy,2013,Baylor University,0,2017.0,38.0,PF,11.0,1.2,2.0,222.0,4.9,1
60,Quincy Acy,2013,Baylor University,0,2017.0,6.0,PF,9.7,0.0,0.0,13.0,0.0,1
61,Quincy Acy,2013,Baylor University,0,2017.0,32.0,PF,11.1,1.3,2.2,209.0,5.4,1
62,Alvan Adams,1976,University of Oklahoma,0,1982.0,79.0,C,13.6,2.3,1.9,1196.0,22.1,1
63,Alvan Adams,1976,University of Oklahoma,0,1983.0,80.0,C,12.4,2.2,1.7,1135.0,21.8,1
64,Alvan Adams,1976,University of Oklahoma,0,1984.0,70.0,C,12.9,2.4,1.2,670.0,20.3,1
65,Alvan Adams,1976,University of Oklahoma,0,1986.0,78.0,C,13.7,2.4,1.3,841.0,22.5,1
66,Alvan Adams,1976,University of Oklahoma,0,1987.0,68.0,C,11.2,1.7,1.3,756.0,18.4,1
67,Alvan Adams,1976,University of Oklahoma,0,1988.0,82.0,C,12.5,2.4,1.4,611.0,14.9,1
68,Hassan Adams,2007,University of Arizona,0,2007.0,61.0,SG,9.2,1.8,0.6,174.0,4.5,1
69,Jordan Adams,2015,"University of California, Los Angeles",0,2015.0,30.0,SG,6.4,3.4,2.3,94.0,10.1,1
70,Jordan Adams,2015,"University of California, Los Angeles",0,2016.0,2.0,SG,7.6,10.3,0.0,7.0,31.9,1
71,Michael Adams,1986,Boston College,0,1986.0,18.0,PG,2.4,3.0,0.4,40.0,20.3,1
72,Michael Adams,1986,Boston College,0,1987.0,63.0,PG,5.0,3.1,0.3,453.0,25.7,1
73,Michael Adams,1986,Boston College,0,1988.0,82.0,PG,4.2,2.8,0.3,1137.0,22.5,1
74,Michael Adams,1986,Boston College,0,1989.0,77.0,PG,5.2,2.7,0.2,1424.0,22.2,1
75,Michael Adams,1986,Boston College,0,1990.0,79.0,PG,4.4,2.0,0.1,1221.0,23.3,1
76,Michael Adams,1986,Boston College,0,1991.0,66.0,PG,5.2,2.6,0.1,1752.0,39.4,1
77,Michael Adams,1986,Boston College,0,1992.0,78.0,PG,6.1,2.5,0.2,1408.0,31.5,1
78,Michael Adams,1986,Boston College,0,1993.0,70.0,PG,5.4,2.0,0.1,1035.0,30.6,1
79,Michael Adams,1986,Boston College,0,1994.0,70.0,PG,4.6,2.1,0.2,849.0,29.8,1
80,Michael Adams,1986,Boston College,0,1995.0,29.0,PG,3.9,2.7,0.2,188.0,34.6,1
81,Michael Adams,1986,Boston College,0,1996.0,21.0,PG,4.1,3.3,0.9,114.0,30.4,1
82,Steven Adams,2014,University of Pittsburgh,0,2015.0,70.0,C,15.8,1.1,3.8,537.0,5.5,1
83,Steven Adams,2014,University of Pittsburgh,0,2017.0,80.0,C,14.2,1.8,2.6,905.0,5.4,1
84,Rafael Addison,1987,Syracuse University,0,1987.0,62.0,SF,8.4,1.8,0.6,359.0,9.1,1
85,Rafael Addison,1987,Syracuse University,0,1992.0,76.0,SF,7.4,1.2,1.4,444.0,8.1,1
86,Rafael Addison,1987,Syracuse University,0,1993.0,68.0,SF,6.2,1.0,0.6,428.0,6.8,1
87,Rafael Addison,1987,Syracuse University,0,1995.0,79.0,SF,8.0,1.5,1.0,656.0,9.9,1
88,Rafael Addison,1987,Syracuse University,0,1996.0,53.0,SF,10.6,0.9,1.3,171.0,9.2,1
89,Rafael Addison,1987,Syracuse University,0,1997.0,41.0,SF,7.7,1.2,0.6,128.0,15.5,1
90,Jeff Adrien,2011,University of Connecticut,0,2013.0,52.0,PF,15.7,1.3,3.1,209.0,8.3,1
91,Arron Afflalo,2008,"University of California, Los Angeles",0,2008.0,75.0,SG,8.4,1.8,0.7,276.0,8.1,1
92,Arron Afflalo,2008,"University of California, Los Angeles",0,2009.0,74.0,SG,6.4,1.3,0.8,363.0,5.5,1
93,Arron Afflalo,2008,"University of California, Los Angeles",0,2010.0,82.0,SG,6.5,1.0,1.0,724.0,9.3,1
94,Arron Afflalo,2008,"University of California, Los Angeles",0,2011.0,69.0,SG,6.2,0.7,1.0,867.0,10.9,1
95,Arron Afflalo,2008,"University of California, Los Angeles",0,2012.0,62.0,SG,5.5,0.9,0.5,943.0,11.1,1
96,Arron Afflalo,2008,"University of California, Los Angeles",0,2013.0,64.0,SF,5.8,0.9,0.4,1057.0,14.6,1
97,Arron Afflalo,2008,"University of California, Los Angeles",0,2014.0,73.0,SG,5.8,0.7,0.1,1330.0,16.9,1
98,Arron Afflalo,2008,"University of California, Los Angeles",0,2015.0,78.0,SG,5.3,0.8,0.2,1035.0,8.2,1
99,Arron Afflalo,2008,"University of California, Los Angeles",0,2015.0,53.0,SG,5.6,0.9,0.2,771.0,9.3,1
100,Arron Afflalo,2008,"University of California, Los Angeles",0,2015.0,25.0,SG,4.8,0.6,0.2,264.0,5.5,1
101,Arron Afflalo,2008,"University of California, Los Angeles",0,2016.0,71.0,SG,6.1,0.5,0.3,909.0,9.9,1
102,Arron Afflalo,2008,"University of California, Los Angeles",0,2017.0,61.0,SG,4.6,0.7,0.4,515.0,7.4,1
103,Maurice Ager,2007,Michigan State University,0,2007.0,32.0,SG,5.9,1.0,1.1,69.0,5.0,1
104,Maurice Ager,2007,Michigan State University,0,2008.0,26.0,SG,4.6,0.0,0.4,51.0,8.0,1
105,Maurice Ager,2007,Michigan State University,0,2008.0,12.0,SG,3.0,0.0,1.0,15.0,7.4,1
106,Maurice Ager,2007,Michigan State University,0,2008.0,14.0,SG,5.9,0.0,0.0,36.0,8.4,1
107,Maurice Ager,2007,Michigan State University,0,2009.0,20.0,SG,6.1,0.6,1.7,34.0,5.3,1
108,Mark Aguirre,1982,DePaul University,0,1982.0,51.0,SF,9.7,1.2,0.9,955.0,18.6,1
109,Mark Aguirre,1982,DePaul University,0,1983.0,81.0,SF,9.8,1.3,0.5,1979.0,18.2,1
110,Mark Aguirre,1982,DePaul University,0,1984.0,79.0,SF,9.4,1.3,0.4,2330.0,21.0,1
111,Mark Aguirre,1982,DePaul University,0,1985.0,80.0,SF,10.1,1.1,0.5,2055.0,15.3,1
112,Mark Aguirre,1982,DePaul University,0,1986.0,74.0,SF,9.8,1.2,0.3,1670.0,20.9,1
113,Mark Aguirre,1982,DePaul University,0,1987.0,80.0,SF,8.7,1.5,0.6,2056.0,15.7,1
114,Mark Aguirre,1982,DePaul University,0,1988.0,77.0,SF,9.0,1.3,1.3,1932.0,18.4,1
115,Mark Aguirre,1982,DePaul University,0,1989.0,80.0,SF,8.3,0.9,0.8,1511.0,17.9,1
116,Mark Aguirre,1982,DePaul University,0,1989.0,44.0,SF,8.5,0.9,1.1,953.0,21.5,1
117,Mark Aguirre,1982,DePaul University,0,1989.0,36.0,SF,8.0,0.8,0.4,558.0,12.7,1
118,Mark Aguirre,1982,DePaul University,0,1990.0,78.0,SF,8.7,0.9,0.6,1099.0,11.6,1
119,Mark Aguirre,1982,DePaul University,0,1991.0,78.0,SF,10.7,1.2,0.6,1104.0,11.6,1
120,Mark Aguirre,1982,DePaul University,0,1992.0,75.0,SF,8.4,1.7,0.4,851.0,13.4,1
121,Mark Aguirre,1982,DePaul University,0,1993.0,51.0,SF,8.0,0.8,0.4,503.0,15.3,1
122,Mark Aguirre,1982,DePaul University,0,1994.0,39.0,SF,7.2,1.2,0.6,413.0,18.5,1
123,Blake Ahearn,2008,Missouri State University,0,2008.0,12.0,PG,6.4,1.8,0.0,70.0,17.2,1
124,Blake Ahearn,2008,Missouri State University,0,2009.0,3.0,PG,3.1,2.9,0.0,8.0,16.0,1
125,Danny Ainge,1982,Brigham Young University,0,1982.0,53.0,SG,5.5,3.1,0.3,219.0,19.7,1
126,Danny Ainge,1982,Brigham Young University,0,1983.0,80.0,SG,5.6,2.5,0.2,791.0,16.1,1
127,Danny Ainge,1982,Brigham Young University,0,1984.0,71.0,SG,5.7,1.7,0.2,384.0,18.4,1
128,Danny Ainge,1982,Brigham Young University,0,1985.0,75.0,SG,5.8,2.2,0.1,971.0,19.9,1
129,Danny Ainge,1982,Brigham Young University,0,1986.0,80.0,SG,5.4,1.9,0.2,855.0,21.3,1
130,Danny Ainge,1982,Brigham Young University,0,1987.0,71.0,SG,5.4,2.0,0.3,1053.0,21.2,1
131,Danny Ainge,1982,Brigham Young University,0,1988.0,81.0,SG,4.9,1.9,0.3,1270.0,22.2,1
132,Danny Ainge,1982,Brigham Young University,0,1989.0,73.0,PG,6.0,1.9,0.2,1281.0,25.3,1
133,Danny Ainge,1982,Brigham Young University,0,1989.0,45.0,PG,6.6,1.9,0.0,714.0,23.1,1
134,Danny Ainge,1982,Brigham Young University,0,1989.0,28.0,PG,5.3,1.9,0.4,567.0,28.1,1
135,Danny Ainge,1982,Brigham Young University,0,1990.0,75.0,PG,6.8,2.1,0.4,1342.0,25.5,1
136,Danny Ainge,1982,Brigham Young University,0,1991.0,80.0,SG,6.6,1.8,0.5,890.0,23.8,1
137,Danny Ainge,1982,Brigham Young University,0,1992.0,81.0,SG,5.1,2.2,0.5,784.0,18.4,1
138,Danny Ainge,1982,Brigham Young University,0,1993.0,80.0,SG,5.5,1.5,0.2,947.0,16.5,1
139,Danny Ainge,1982,Brigham Young University,0,1994.0,68.0,SG,4.7,1.8,0.3,606.0,15.9,1
140,Danny Ainge,1982,Brigham Young University,0,1995.0,74.0,SG,4.6,1.7,0.4,571.0,21.7,1
141,Alexis Ajinca,2009,Unknown,0,2009.0,31.0,PF,10.2,2.1,2.7,70.0,2.8,0
142,Alexis Ajinca,2009,Unknown,0,2011.0,34.0,C,13.6,1.7,4.2,143.0,4.8,0
143,Alexis Ajinca,2009,Unknown,0,2011.0,10.0,C,13.3,2.1,5.1,29.0,4.3,0
144,Alexis Ajinca,2009,Unknown,0,2011.0,24.0,C,13.6,1.6,4.0,114.0,4.9,0
145,Alexis Ajinca,2009,Unknown,0,2014.0,56.0,C,16.9,1.3,4.1,328.0,6.6,0
146,Alexis Ajinca,2009,Unknown,0,2016.0,59.0,C,17.3,1.1,3.4,352.0,5.8,0
147,Alexis Ajinca,2009,Unknown,0,2017.0,39.0,C,16.0,1.7,3.1,207.0,3.1,0
148,Mark Alarie,1987,Duke University,0,1987.0,64.0,PF,10.1,0.9,1.4,503.0,8.9,1
149,Mark Alarie,1987,Duke University,0,1988.0,63.0,PF,11.6,0.6,0.9,327.0,7.7,1
150,Mark Alarie,1987,Duke University,0,1989.0,74.0,PF,12.2,1.0,1.1,498.0,7.8,1
151,Mark Alarie,1987,Duke University,0,1990.0,82.0,PF,10.7,1.5,1.2,860.0,10.5,1
152,Mark Alarie,1987,Duke University,0,1991.0,42.0,PF,10.9,1.3,0.8,244.0,11.2,1
153,Furkan Aldemir,2015,Unknown,0,2015.0,41.0,PF,17.7,1.6,2.4,93.0,8.3,0
154,LaMarcus Aldridge,2007,University of Texas at Austin,0,2007.0,63.0,C,13.9,0.9,4.2,565.0,3.2,1
155,LaMarcus Aldridge,2007,University of Texas at Austin,0,2008.0,76.0,PF,12.8,1.1,2.8,1350.0,8.8,1
156,LaMarcus Aldridge,2007,University of Texas at Austin,0,2009.0,81.0,PF,12.5,1.4,2.0,1470.0,9.3,1
157,LaMarcus Aldridge,2007,University of Texas at Austin,0,2010.0,78.0,PF,13.3,1.3,1.3,1393.0,9.9,1
158,LaMarcus Aldridge,2007,University of Texas at Austin,0,2011.0,81.0,PF,13.5,1.4,2.4,1769.0,10.1,1
159,LaMarcus Aldridge,2007,University of Texas at Austin,0,2012.0,55.0,PF,12.9,1.3,1.7,1191.0,13.2,1
160,LaMarcus Aldridge,2007,University of Texas at Austin,0,2013.0,74.0,PF,14.0,1.2,2.5,1560.0,13.0,1
161,LaMarcus Aldridge,2007,University of Texas at Austin,0,2014.0,69.0,PF,16.5,1.3,1.9,1603.0,13.0,1
162,LaMarcus Aldridge,2007,University of Texas at Austin,0,2015.0,71.0,PF,15.5,1.0,1.9,1661.0,9.2,1
163,LaMarcus Aldridge,2007,University of Texas at Austin,0,2016.0,74.0,PF,15.9,0.9,2.8,1331.0,8.1,1
164,LaMarcus Aldridge,2007,University of Texas at Austin,0,2017.0,72.0,PF,12.7,1.0,3.1,1243.0,9.9,1
165,Chuck Aleksinas,1985,University of Connecticut,0,1985.0,74.0,C,13.6,0.6,0.8,377.0,4.4,1
166,Cory Alexander,1996,University of Virginia,0,1996.0,60.0,PG,4.2,2.5,0.3,168.0,31.6,1
167,Cory Alexander,1996,University of Virginia,0,1997.0,80.0,PG,5.1,3.1,0.9,577.0,30.0,1
168,Cory Alexander,1996,University of Virginia,0,1998.0,60.0,PG,6.6,2.9,0.6,488.0,28.7,1
169,Cory Alexander,1996,University of Virginia,0,1998.0,37.0,PG,5.4,2.7,0.7,165.0,23.2,1
170,Cory Alexander,1996,University of Virginia,0,1998.0,23.0,PG,7.3,3.0,0.6,323.0,32.1,1
171,Cory Alexander,1996,University of Virginia,0,1999.0,36.0,PG,5.5,2.4,0.5,261.0,26.6,1
172,Cory Alexander,1996,University of Virginia,0,2000.0,29.0,PG,6.9,3.7,0.4,82.0,25.7,1
173,Cory Alexander,1996,University of Virginia,0,2001.0,26.0,PG,6.1,3.6,0.0,52.0,23.5,1
174,Cory Alexander,1996,University of Virginia,0,2005.0,16.0,SG,8.2,2.3,0.4,49.0,27.7,1
175,Courtney Alexander,2001,"California State University, Fresno",0,2001.0,65.0,PG,5.9,1.7,0.3,618.0,8.0,1
176,Courtney Alexander,2001,"California State University, Fresno",0,2001.0,38.0,PG,7.5,1.7,0.5,160.0,6.9,1
177,Courtney Alexander,2001,"California State University, Fresno",0,2001.0,27.0,PG,5.1,1.7,0.2,458.0,8.6,1
178,Courtney Alexander,2001,"California State University, Fresno",0,2002.0,56.0,SG,6.5,1.4,0.4,549.0,11.3,1
179,Courtney Alexander,2001,"California State University, Fresno",0,2003.0,66.0,PG,5.0,1.2,0.3,523.0,9.8,1
180,Joe Alexander,2009,West Virginia University,0,2009.0,59.0,SF,9.5,1.1,3.4,278.0,9.5,1
181,Joe Alexander,2009,West Virginia University,0,2010.0,8.0,SF,9.6,1.8,2.6,4.0,9.3,1
182,Victor Alexander,1992,Iowa State University,0,1992.0,80.0,C,13.6,1.5,2.7,589.0,3.1,1
183,Victor Alexander,1992,Iowa State University,0,1993.0,72.0,C,13.4,0.9,1.9,809.0,7.8,1
184,Victor Alexander,1992,Iowa State University,0,1994.0,69.0,C,12.6,1.0,1.5,602.0,7.3,1
185,Victor Alexander,1992,Iowa State University,0,1995.0,50.0,C,13.0,1.1,1.6,502.0,7.8,1
186,Victor Alexander,1992,Iowa State University,0,2002.0,15.0,C,17.6,0.0,0.7,40.0,11.5,1
187,Steve Alford,1988,Indiana University,0,1988.0,28.0,PG,6.3,4.3,0.9,59.0,15.4,1
188,Steve Alford,1988,Indiana University,0,1989.0,66.0,PG,4.0,2.2,0.2,366.0,13.2,1
189,Steve Alford,1988,Indiana University,0,1989.0,9.0,PG,4.4,1.3,0.0,7.0,32.0,1
190,Steve Alford,1988,Indiana University,0,1989.0,57.0,PG,4.0,2.3,0.2,359.0,12.4,1
191,Steve Alford,1988,Indiana University,0,1990.0,41.0,PG,4.7,2.5,0.6,168.0,21.2,1
192,Steve Alford,1988,Indiana University,0,1991.0,34.0,PG,5.8,1.7,0.3,151.0,16.4,1
193,Jerome Allen,1996,University of Pennsylvania,0,1996.0,41.0,SG,4.1,3.0,1.1,108.0,20.8,1
194,Jerome Allen,1996,University of Pennsylvania,0,1997.0,76.0,SG,6.1,1.8,0.3,228.0,25.3,1
195,Jerome Allen,1996,University of Pennsylvania,0,1997.0,51.0,SG,5.6,2.1,0.0,164.0,24.9,1
196,Jerome Allen,1996,University of Pennsylvania,0,1997.0,25.0,SG,7.5,0.8,1.1,64.0,26.3,1
197,Lavoy Allen,2012,Temple University,0,2013.0,79.0,C,13.4,0.8,2.6,455.0,6.7,1
198,Lavoy Allen,2012,Temple University,0,2014.0,65.0,PF,15.7,1.1,2.4,303.0,10.1,1
199,Lavoy Allen,2012,Temple University,0,2014.0,51.0,PF,15.6,1.1,2.2,263.0,10.2,1
200,Lavoy Allen,2012,Temple University,0,2017.0,61.0,PF,14.2,1.0,2.4,177.0,9.1,1
201,Malik Allen,2002,Villanova University,0,2002.0,12.0,PF,13.8,1.0,3.8,52.0,5.5,1
202,Malik Allen,2002,Villanova University,0,2003.0,80.0,PF,10.6,0.9,2.6,767.0,4.4,1
203,Malik Allen,2002,Villanova University,0,2006.0,54.0,PF,11.5,1.0,1.8,266.0,4.9,1
204,Malik Allen,2002,Villanova University,0,2007.0,60.0,PF,10.6,1.4,2.0,242.0,4.2,1
205,Malik Allen,2002,Villanova University,0,2008.0,73.0,PF,10.4,0.9,2.2,338.0,6.8,1
206,Malik Allen,2002,Villanova University,0,2008.0,48.0,PF,9.7,1.0,2.1,261.0,6.8,1
207,Malik Allen,2002,Villanova University,0,2009.0,49.0,PF,10.5,0.6,1.7,156.0,9.5,1
208,Malik Allen,2002,Villanova University,0,2010.0,51.0,PF,10.4,1.2,0.8,105.0,5.1,1
209,Randy Allen,1989,Florida State University,0,1989.0,7.0,SG,8.7,1.1,1.3,17.0,0.0,1
210,Randy Allen,1989,Florida State University,0,1990.0,63.0,SG,10.5,1.1,1.5,235.0,4.4,1
211,Ray Allen,1997,University of Connecticut,1,1997.0,82.0,SG,7.9,1.6,0.3,1102.0,13.9,1
212,Ray Allen,1997,University of Connecticut,1,1998.0,82.0,SG,7.5,1.8,0.3,1602.0,19.3,1
213,Ray Allen,1997,University of Connecticut,1,1999.0,50.0,SG,7.4,1.7,0.3,856.0,18.8,1
214,Ray Allen,1997,University of Connecticut,1,2000.0,82.0,SG,6.8,1.9,0.5,1809.0,17.0,1
215,Ray Allen,1997,University of Connecticut,1,2001.0,82.0,SG,7.8,2.1,0.5,1806.0,20.4,1
216,Ray Allen,1997,University of Connecticut,1,2002.0,69.0,SG,7.1,1.9,0.5,1503.0,19.4,1
217,Ray Allen,1997,University of Connecticut,1,2003.0,76.0,SG,7.8,1.9,0.4,1713.0,21.6,1
218,Ray Allen,1997,University of Connecticut,1,2003.0,47.0,SG,7.6,1.8,0.5,1003.0,17.5,1
219,Ray Allen,1997,University of Connecticut,1,2003.0,29.0,SG,8.0,2.1,0.2,710.0,27.3,1
220,Ray Allen,1997,University of Connecticut,1,2004.0,56.0,SG,7.8,1.8,0.4,1287.0,23.3,1
221,Ray Allen,1997,University of Connecticut,1,2005.0,78.0,SG,6.9,1.5,0.1,1867.0,18.1,1
222,Ray Allen,1997,University of Connecticut,1,2006.0,78.0,SG,6.6,1.8,0.4,1955.0,17.2,1
223,Ray Allen,1997,University of Connecticut,1,2007.0,55.0,SG,6.7,1.9,0.4,1454.0,19.0,1
224,Ray Allen,1997,University of Connecticut,1,2008.0,73.0,SG,6.1,1.3,0.5,1273.0,14.6,1
225,Ray Allen,1997,University of Connecticut,1,2009.0,79.0,SG,5.9,1.3,0.4,1434.0,12.6,1
226,Ray Allen,1997,University of Connecticut,1,2010.0,80.0,SG,5.5,1.2,0.7,1304.0,12.3,1
227,Ray Allen,1997,University of Connecticut,1,2011.0,80.0,SG,5.8,1.4,0.4,1321.0,12.7,1
228,Ray Allen,1997,University of Connecticut,1,2012.0,46.0,SG,5.3,1.7,0.4,655.0,11.8,1
229,Ray Allen,1997,University of Connecticut,1,2013.0,79.0,SG,6.6,1.7,0.6,863.0,10.2,1
230,Ray Allen,1997,University of Connecticut,1,2014.0,73.0,SG,6.7,1.5,0.4,701.0,11.1,1
231,Tony Allen,2005,Oklahoma State University,0,2005.0,77.0,SG,10.2,3.1,1.4,492.0,8.2,1
232,Tony Allen,2005,Oklahoma State University,0,2006.0,51.0,PG,6.9,2.7,1.4,369.0,11.2,1
233,Tony Allen,2005,Oklahoma State University,0,2007.0,33.0,SG,9.2,3.2,1.2,379.0,12.5,1
234,Tony Allen,2005,Oklahoma State University,0,2008.0,75.0,SG,7.3,2.4,1.3,494.0,13.1,1
235,Tony Allen,2005,Oklahoma State University,0,2009.0,46.0,SG,7.1,3.2,2.1,359.0,12.0,1
236,Tony Allen,2005,Oklahoma State University,0,2010.0,54.0,SG,10.0,3.5,1.7,330.0,13.0,1
237,Tony Allen,2005,Oklahoma State University,0,2011.0,72.0,SG,7.7,4.5,2.4,643.0,10.9,1
238,Tony Allen,2005,Oklahoma State University,0,2012.0,58.0,SG,8.9,3.6,1.8,568.0,8.3,1
239,Tony Allen,2005,Oklahoma State University,0,2013.0,79.0,SG,10.2,3.1,1.7,705.0,7.6,1
