,name,year_start,college,fame,YEAR,G,POS,TRB%,STL%,BLK%,PTS,AST%,division
1709,Dee Brown,1991,Jacksonville University,0,1999.0,49.0,PG,4.3,2.2,0.4,549.0,18.8,1
1710,Dee Brown,1991,Jacksonville University,0,2000.0,38.0,PG,4.5,1.9,0.5,264.0,20.7,1
1711,Dee Brown,1991,Jacksonville University,0,2001.0,7.0,PG,3.9,1.3,0.0,48.0,11.9,1
1712,Dee Brown,1991,Jacksonville University,0,2007.0,49.0,PG,5.4,2.6,1.3,94.0,26.2,1
1713,Dee Brown,1991,Jacksonville University,0,2009.0,19.0,PG,6.5,2.0,0.0,46.0,19.8,1
1714,Dee Brown,1991,Jacksonville University,0,2009.0,17.0,PG,7.1,2.3,0.0,41.0,20.6,1
1715,Dee Brown,1991,Jacksonville University,0,2009.0,2.0,PG,2.1,0.0,0.0,5.0,13.1,1
1716,Dee Brown,2007,University of Illinois at Urbana-Champaign,0,1991.0,82.0,PG,5.2,2.1,0.4,712.0,22.5,1
1717,Dee Brown,2007,University of Illinois at Urbana-Champaign,0,1992.0,31.0,PG,4.9,1.9,0.5,363.0,25.6,1
1718,Dee Brown,2007,University of Illinois at Urbana-Champaign,0,1993.0,80.0,PG,6.2,3.1,0.9,874.0,28.1,1
1719,Dee Brown,2007,University of Illinois at Urbana-Champaign,0,1994.0,77.0,SG,5.9,2.7,1.0,1192.0,18.2,1
1720,Dee Brown,2007,University of Illinois at Urbana-Champaign,0,1995.0,79.0,SG,5.1,2.0,1.2,1236.0,16.7,1
1721,Dee Brown,2007,University of Illinois at Urbana-Champaign,0,1996.0,65.0,PG,4.8,2.5,0.5,695.0,14.3,1
1722,Dee Brown,2007,University of Illinois at Urbana-Champaign,0,1997.0,21.0,PG,5.3,3.0,1.0,160.0,19.6,1
1723,Dee Brown,2007,University of Illinois at Urbana-Champaign,0,1998.0,72.0,SG,5.1,2.5,1.0,658.0,14.8,1
1724,Dee Brown,2007,University of Illinois at Urbana-Champaign,0,1998.0,41.0,SG,4.5,2.8,0.6,280.0,10.4,1
1725,Dee Brown,2007,University of Illinois at Urbana-Champaign,0,1998.0,31.0,SG,5.6,2.2,1.3,378.0,18.8,1
1726,Dee Brown,2007,University of Illinois at Urbana-Champaign,0,1999.0,49.0,PG,4.3,2.2,0.4,549.0,18.8,1
1727,Dee Brown,2007,University of Illinois at Urbana-Champaign,0,2000.0,38.0,PG,4.5,1.9,0.5,264.0,20.7,1
1728,Dee Brown,2007,University of Illinois at Urbana-Champaign,0,2001.0,7.0,PG,3.9,1.3,0.0,48.0,11.9,1
1729,Dee Brown,2007,University of Illinois at Urbana-Champaign,0,2007.0,49.0,PG,5.4,2.6,1.3,94.0,26.2,1
1730,Dee Brown,2007,University of Illinois at Urbana-Champaign,0,2009.0,19.0,PG,6.5,2.0,0.0,46.0,19.8,1
1731,Dee Brown,2007,University of Illinois at Urbana-Champaign,0,2009.0,17.0,PG,7.1,2.3,0.0,41.0,20.6,1
1732,Dee Brown,2007,University of Illinois at Urbana-Champaign,0,2009.0,2.0,PG,2.1,0.0,0.0,5.0,13.1,1
1733,Derrick Brown,2010,Xavier University,0,2010.0,57.0,SF,8.8,2.1,1.5,186.0,6.0,1
1734,Derrick Brown,2010,Xavier University,0,2011.0,49.0,SF,10.3,1.8,1.4,185.0,9.5,1
1735,Derrick Brown,2010,Xavier University,0,2011.0,41.0,SF,10.4,1.8,1.3,151.0,9.9,1
1736,Derrick Brown,2010,Xavier University,0,2011.0,8.0,SF,9.7,2.3,1.7,34.0,6.9,1
1737,Derrick Brown,2010,Xavier University,0,2012.0,65.0,SF,9.4,1.8,0.6,524.0,8.5,1
1738,Devin Brown,2003,University of Texas at San Antonio,0,2003.0,10.0,SG,11.2,2.3,0.9,30.0,13.5,1
1739,Devin Brown,2003,University of Texas at San Antonio,0,2003.0,3.0,SG,9.0,3.0,1.1,18.0,12.1,1
1740,Devin Brown,2003,University of Texas at San Antonio,0,2004.0,58.0,SG,11.6,1.3,0.5,234.0,9.0,1
1741,Devin Brown,2003,University of Texas at San Antonio,0,2005.0,67.0,SG,8.3,1.7,0.7,494.0,12.4,1
1742,Devin Brown,2003,University of Texas at San Antonio,0,2006.0,81.0,SG,7.3,1.4,0.7,611.0,10.7,1
1743,Devin Brown,2003,University of Texas at San Antonio,0,2007.0,58.0,SG,8.7,1.4,0.4,670.0,14.8,1
1744,Devin Brown,2003,University of Texas at San Antonio,0,2008.0,78.0,SG,8.5,1.6,0.3,586.0,16.1,1
1745,Devin Brown,2003,University of Texas at San Antonio,0,2009.0,63.0,SG,8.3,2.0,0.5,328.0,10.2,1
1746,Devin Brown,2003,University of Texas at San Antonio,0,2010.0,50.0,SG,6.8,1.6,0.4,399.0,9.1,1
1747,Devin Brown,2003,University of Texas at San Antonio,0,2010.0,39.0,SG,6.6,1.6,0.4,379.0,9.0,1
1748,Fred Brown,1972,University of Iowa,0,1982.0,82.0,SG,4.3,1.9,0.1,922.0,20.1,1
1749,Fred Brown,1972,University of Iowa,0,1983.0,80.0,PG,3.6,1.9,0.5,814.0,26.0,1
1750,Fred Brown,1972,University of Iowa,0,1984.0,71.0,SG,3.1,2.1,0.1,602.0,26.6,1
1751,Gerald Brown,1999,Pepperdine University,0,1999.0,33.0,SG,5.4,1.1,0.3,80.0,21.7,1
1752,Jabari Brown,2015,University of Missouri,0,2015.0,19.0,SG,3.5,1.1,0.3,227.0,11.0,1
1753,Jaylen Brown,2017,University of California,0,2017.0,78.0,SF,9.1,1.3,1.1,515.0,7.2,1
1754,Kedrick Brown,2002,Okaloosa-Walton Community College,0,2002.0,29.0,SF,11.2,3.8,2.2,63.0,9.8,0
1755,Kedrick Brown,2002,Okaloosa-Walton Community College,0,2003.0,51.0,SF,11.9,2.7,1.5,145.0,5.1,0
1756,Kedrick Brown,2002,Okaloosa-Walton Community College,0,2004.0,55.0,SF,8.5,1.6,0.5,289.0,10.8,0
1757,Kedrick Brown,2002,Okaloosa-Walton Community College,0,2004.0,21.0,SF,9.5,2.1,0.4,110.0,10.0,0
1758,Kedrick Brown,2002,Okaloosa-Walton Community College,0,2004.0,34.0,SF,7.7,1.2,0.6,179.0,11.4,0
1759,Kedrick Brown,2002,Okaloosa-Walton Community College,0,2005.0,8.0,SF,11.2,2.8,1.4,12.0,10.3,0
1760,Kwame Brown,2002,Unknown,0,2002.0,57.0,PF,14.1,1.1,2.4,258.0,8.4,0
1761,Kwame Brown,2002,Unknown,0,2003.0,80.0,C,14.2,1.5,3.4,593.0,5.6,0
1762,Kwame Brown,2002,Unknown,0,2004.0,74.0,PF,13.8,1.5,1.7,805.0,8.8,0
1763,Kwame Brown,2002,Unknown,0,2006.0,72.0,C,14.1,0.7,1.8,536.0,5.6,0
1764,Kwame Brown,2002,Unknown,0,2007.0,41.0,C,12.6,1.8,3.3,345.0,10.2,0
1765,Kwame Brown,2002,Unknown,0,2010.0,48.0,C,16.2,1.2,1.5,157.0,5.1,0
1766,Lorenzo Brown,2014,North Carolina State University,0,2014.0,26.0,PG,6.8,2.8,1.1,64.0,27.5,1
1767,Lorenzo Brown,2014,North Carolina State University,0,2015.0,29.0,PG,7.3,2.6,0.9,122.0,24.9,1
1768,Lorenzo Brown,2014,North Carolina State University,0,2016.0,8.0,PG,6.2,2.4,1.3,20.0,28.0,1
1769,Marcus Brown,1997,Murray State University,0,1997.0,21.0,PG,4.8,2.3,0.8,82.0,18.0,1
1770,Marcus Brown,1997,Murray State University,0,2000.0,6.0,SG,9.0,0.0,0.0,10.0,9.8,1
1771,Markel Brown,2015,Oklahoma State University,0,2015.0,47.0,SG,7.7,2.1,1.2,216.0,7.4,1
1772,Markel Brown,2015,Oklahoma State University,0,2016.0,62.0,SG,7.0,2.0,1.2,363.0,13.9,1
1773,Mike Brown,1987,George Washington University,0,1988.0,46.0,C,15.4,0.9,0.4,197.0,6.5,1
1774,Mike Brown,1987,George Washington University,0,1990.0,82.0,C,15.7,1.1,1.2,512.0,4.7,1
1775,Mike Brown,1987,George Washington University,0,1992.0,82.0,C,15.1,1.2,1.2,632.0,6.3,1
1776,Mike Brown,1987,George Washington University,0,1993.0,82.0,C,14.4,1.0,1.0,465.0,5.6,1
1777,Mike Brown,1987,George Washington University,0,1994.0,82.0,C,13.6,1.3,1.0,299.0,5.4,1
1778,Mike Brown,1987,George Washington University,0,1995.0,27.0,C,13.0,1.7,0.0,35.0,7.1,1
1779,P.J. Brown,1994,Louisiana Tech University,0,1994.0,79.0,C,13.3,1.8,3.0,450.0,6.7,1
1780,P.J. Brown,1994,Louisiana Tech University,0,1995.0,80.0,C,10.8,1.5,3.8,651.0,8.6,1
1781,P.J. Brown,1994,Louisiana Tech University,0,1996.0,81.0,C,10.5,1.4,2.6,915.0,9.3,1
1782,P.J. Brown,1994,Louisiana Tech University,0,1997.0,80.0,PF,15.3,1.8,2.9,761.0,5.9,1
1783,P.J. Brown,1994,Louisiana Tech University,0,2000.0,80.0,PF,15.1,1.5,1.9,764.0,10.3,1
1784,P.J. Brown,1994,Louisiana Tech University,0,2001.0,80.0,C,15.1,1.5,2.4,676.0,7.3,1
1785,P.J. Brown,1994,Louisiana Tech University,0,2003.0,78.0,PF,15.6,1.4,2.2,832.0,9.2,1
1786,P.J. Brown,1994,Louisiana Tech University,0,2004.0,80.0,PF,14.3,1.5,2.0,836.0,9.8,1
1787,P.J. Brown,1994,Louisiana Tech University,0,2007.0,72.0,PF,13.6,0.8,2.8,436.0,5.0,1
1788,P.J. Brown,1994,Louisiana Tech University,0,2008.0,18.0,PF,19.4,1.3,3.1,39.0,6.9,1
1789,Randy Brown,1992,New Mexico State University,0,1992.0,56.0,PG,7.0,3.2,1.3,192.0,15.7,1
1790,Randy Brown,1992,New Mexico State University,0,1993.0,75.0,PG,6.8,3.0,1.2,567.0,15.8,1
1791,Randy Brown,1992,New Mexico State University,0,1994.0,61.0,PG,5.9,3.0,0.9,273.0,18.3,1
1792,Randy Brown,1992,New Mexico State University,0,1995.0,67.0,PG,5.8,4.7,1.3,317.0,18.9,1
1793,Randy Brown,1992,New Mexico State University,0,1996.0,68.0,PG,5.7,4.5,1.4,185.0,15.1,1
1794,Randy Brown,1992,New Mexico State University,0,1997.0,72.0,PG,5.9,4.1,1.2,341.0,18.0,1
1795,Randy Brown,1992,New Mexico State University,0,1998.0,71.0,PG,4.7,3.3,0.8,288.0,19.6,1
1796,Randy Brown,1992,New Mexico State University,0,1999.0,39.0,PG,6.8,3.3,0.5,342.0,25.1,1
1797,Randy Brown,1992,New Mexico State University,0,2000.0,59.0,PG,5.2,2.0,0.7,379.0,22.6,1
1798,Randy Brown,1992,New Mexico State University,0,2001.0,54.0,PG,4.7,2.6,0.6,223.0,20.1,1
1799,Rickey Brown,1981,Mississippi State University,0,1983.0,76.0,C,13.7,0.6,1.4,399.0,3.3,1
1800,Rickey Brown,1981,Mississippi State University,0,1983.0,50.0,C,13.0,0.5,1.6,276.0,2.8,1
1801,Rickey Brown,1981,Mississippi State University,0,1983.0,26.0,C,15.3,0.8,0.9,123.0,4.3,1
1802,Shannon Brown,2007,Michigan State University,0,2007.0,23.0,SG,6.0,1.8,1.2,73.0,8.1,1
1803,Shannon Brown,2007,Michigan State University,0,2008.0,21.0,SG,4.7,2.4,1.0,114.0,12.8,1
1804,Shannon Brown,2007,Michigan State University,0,2008.0,15.0,SG,4.7,2.4,0.4,105.0,14.1,1
1805,Shannon Brown,2007,Michigan State University,0,2008.0,6.0,SG,5.1,2.3,7.1,9.0,0.0,1
1806,Shannon Brown,2007,Michigan State University,0,2009.0,48.0,SG,5.5,2.5,1.2,202.0,13.7,1
1807,Shannon Brown,2007,Michigan State University,0,2009.0,30.0,SG,4.4,2.9,1.2,144.0,14.8,1
1808,Shannon Brown,2007,Michigan State University,0,2009.0,18.0,SG,8.3,1.5,1.1,58.0,10.9,1
1809,Shannon Brown,2007,Michigan State University,0,2010.0,82.0,SG,6.0,1.7,1.4,667.0,9.9,1
1810,Shannon Brown,2007,Michigan State University,0,2011.0,82.0,SG,5.7,2.3,0.8,712.0,10.0,1
1811,Shannon Brown,2007,Michigan State University,0,2012.0,59.0,SG,6.3,1.6,0.8,650.0,8.1,1
1812,Shannon Brown,2007,Michigan State University,0,2013.0,59.0,SG,6.0,2.2,0.8,617.0,12.8,1
1813,Shannon Brown,2007,Michigan State University,0,2014.0,29.0,SG,6.4,2.7,0.0,63.0,5.0,1
1814,Shannon Brown,2007,Michigan State University,0,2014.0,10.0,SG,7.1,0.5,0.0,23.0,6.4,1
1815,Shannon Brown,2007,Michigan State University,0,2015.0,5.0,SG,0.7,2.4,0.0,20.0,5.2,1
1816,Tierre Brown,2002,McNeese State University,0,2002.0,40.0,SG,6.0,2.6,0.5,123.0,29.5,1
1817,Tierre Brown,2002,McNeese State University,0,2003.0,15.0,PG,10.0,4.0,0.0,65.0,41.6,1
1818,Tierre Brown,2002,McNeese State University,0,2005.0,76.0,PG,4.9,1.6,0.1,333.0,23.6,1
1819,Tony Brown,1985,University of Arkansas,0,1985.0,82.0,SF,9.6,1.7,0.4,544.0,13.4,1
1820,Tony Brown,1985,University of Arkansas,0,1986.0,10.0,SG,6.9,1.8,0.4,45.0,14.4,1
1821,Tony Brown,1985,University of Arkansas,0,1987.0,77.0,SG,5.3,1.8,0.4,873.0,15.9,1
1822,Tony Brown,1985,University of Arkansas,0,1989.0,43.0,SF-SG,6.8,2.0,0.7,128.0,9.8,1
1823,Tony Brown,1985,University of Arkansas,0,1989.0,14.0,SG,8.9,1.6,0.0,36.0,7.8,1
1824,Tony Brown,1985,University of Arkansas,0,1989.0,29.0,SF,6.1,2.1,0.9,92.0,10.5,1
1825,Tony Brown,1985,University of Arkansas,0,1990.0,61.0,SF,6.5,2.5,0.4,219.0,9.0,1
1826,Tony Brown,1985,University of Arkansas,0,1991.0,30.0,SG-SF,8.6,0.7,0.0,83.0,7.6,1
1827,Tony Brown,1985,University of Arkansas,0,1991.0,23.0,SG,8.6,0.8,0.0,78.0,6.9,1
1828,Tony Brown,1985,University of Arkansas,0,1992.0,57.0,SF,7.3,2.3,0.5,271.0,10.6,1
1829,Tony Brown,1985,University of Arkansas,0,1992.0,22.0,SF,6.1,2.3,0.2,103.0,9.1,1
1830,Tony Brown,1985,University of Arkansas,0,1992.0,35.0,SF,8.0,2.3,0.6,168.0,11.5,1
1831,Rick Brunson,1998,Temple University,0,1998.0,38.0,PG,5.2,2.1,0.4,162.0,24.8,1
1832,Rick Brunson,1998,Temple University,0,1999.0,17.0,PG,6.2,5.2,0.0,17.0,33.2,1
1833,Rick Brunson,1998,Temple University,0,2000.0,37.0,PG,5.5,1.7,0.3,71.0,26.9,1
1834,Rick Brunson,1998,Temple University,0,2001.0,22.0,PG,6.0,2.0,0.4,46.0,24.2,1
1835,Rick Brunson,1998,Temple University,0,2001.0,7.0,PG,3.7,2.6,0.5,26.0,26.9,1
1836,Rick Brunson,1998,Temple University,0,2001.0,15.0,PG,11.0,0.8,0.0,20.0,18.6,1
1837,Rick Brunson,1998,Temple University,0,2002.0,59.0,PG,7.7,2.6,0.3,125.0,32.7,1
1838,Rick Brunson,1998,Temple University,0,2003.0,17.0,PG,5.4,2.6,1.1,60.0,29.0,1
1839,Rick Brunson,1998,Temple University,0,2004.0,40.0,PG,4.9,3.2,0.5,118.0,32.8,1
1840,Rick Brunson,1998,Temple University,0,2004.0,37.0,PG,5.0,3.2,0.6,114.0,32.6,1
1841,Rick Brunson,1998,Temple University,0,2005.0,80.0,PG,5.8,2.3,0.3,437.0,32.7,1
1842,Rick Brunson,1998,Temple University,0,2006.0,27.0,PG,5.3,1.8,0.3,54.0,23.4,1
1843,Rick Brunson,1998,Temple University,0,2006.0,23.0,PG,5.5,2.0,0.4,44.0,25.2,1
1844,Nicolas Brussino,2017,Unknown,0,2017.0,54.0,SF,10.6,1.7,1.4,150.0,13.9,0
1845,Joe Bryant,1976,La Salle University,0,1982.0,75.0,SF,8.2,1.9,0.8,884.0,13.1,1
1846,Joe Bryant,1976,La Salle University,0,1983.0,81.0,SF,7.2,1.9,0.8,812.0,13.3,1
1847,Kobe Bryant,1997,Unknown,0,1997.0,71.0,SG,6.8,2.3,1.6,539.0,13.8,0
1848,Kobe Bryant,1997,Unknown,0,1998.0,79.0,SG,6.7,1.8,1.3,1220.0,16.0,0
1849,Kobe Bryant,1997,Unknown,0,1999.0,50.0,SG,8.1,2.0,1.9,996.0,17.5,0
1850,Kobe Bryant,1997,Unknown,0,2000.0,66.0,SG,8.8,2.2,1.7,1485.0,22.4,0
1851,Kobe Bryant,1997,Unknown,0,2001.0,68.0,SG,8.1,2.1,1.1,1938.0,23.0,0
1852,Kobe Bryant,1997,Unknown,0,2002.0,80.0,SG,7.9,2.0,0.8,2019.0,25.9,0
1853,Kobe Bryant,1997,Unknown,0,2003.0,82.0,SG,9.3,2.8,1.4,2461.0,27.2,0
1854,Kobe Bryant,1997,Unknown,0,2004.0,65.0,SG,8.3,2.4,0.8,1557.0,24.4,0
1855,Kobe Bryant,1997,Unknown,0,2005.0,66.0,SG,8.2,1.7,1.4,1819.0,28.5,0
1856,Kobe Bryant,1997,Unknown,0,2006.0,80.0,SG,7.6,2.4,0.7,2832.0,24.1,0
1857,Kobe Bryant,1997,Unknown,0,2007.0,77.0,SG,8.2,1.8,0.9,2430.0,25.5,0
1858,Kobe Bryant,1997,Unknown,0,2008.0,82.0,SG,9.0,2.4,0.9,2323.0,23.9,0
1859,Kobe Bryant,1997,Unknown,0,2009.0,82.0,SG,8.2,2.1,1.0,2201.0,23.8,0
1860,Kobe Bryant,1997,Unknown,0,2010.0,73.0,SG,7.7,2.1,0.5,1970.0,23.8,0
1861,Kobe Bryant,1997,Unknown,0,2011.0,82.0,SG,8.5,1.9,0.3,2078.0,26.7,0
1862,Kobe Bryant,1997,Unknown,0,2012.0,58.0,SG,7.8,1.6,0.6,1616.0,23.7,0
1863,Kobe Bryant,1997,Unknown,0,2013.0,78.0,SG,7.9,1.8,0.6,2133.0,29.7,0
1864,Kobe Bryant,1997,Unknown,0,2014.0,6.0,SG,7.8,1.9,0.4,83.0,34.6,0
1865,Kobe Bryant,1997,Unknown,0,2015.0,35.0,SG,9.1,2.0,0.5,782.0,29.9,0
1866,Kobe Bryant,1997,Unknown,0,2016.0,66.0,SF,7.1,1.7,0.5,1161.0,19.1,0
1867,Mark Bryant,1989,Seton Hall University,0,1991.0,53.0,PF,13.5,0.9,0.9,272.0,4.5,1
1868,Mark Bryant,1989,Seton Hall University,0,1992.0,56.0,PF,13.7,1.6,0.6,230.0,6.8,1
1869,Mark Bryant,1989,Seton Hall University,0,1993.0,80.0,C,12.7,1.3,1.0,476.0,4.1,1
1870,Mark Bryant,1989,Seton Hall University,0,1994.0,79.0,C,11.9,1.1,1.3,442.0,3.5,1
1871,Mark Bryant,1989,Seton Hall University,0,1995.0,49.0,PF,13.8,1.5,1.8,244.0,6.4,1
1872,Mark Bryant,1989,Seton Hall University,0,1996.0,71.0,PF,12.5,1.0,0.9,611.0,5.2,1
1873,Mark Bryant,1989,Seton Hall University,0,1998.0,70.0,C,12.8,1.7,1.0,291.0,6.0,1
1874,Mark Bryant,1989,Seton Hall University,0,1999.0,45.0,PF,11.4,1.5,1.0,407.0,8.0,1
1875,Steve Bucknall,1990,University of North Carolina,0,1990.0,18.0,SG,5.3,1.3,0.8,23.0,17.9,1
1876,Greg Buckner,2000,Clemson University,0,2000.0,48.0,SG,10.1,2.1,1.5,275.0,8.6,1
1877,Greg Buckner,2000,Clemson University,0,2001.0,37.0,SG,10.7,2.1,0.8,229.0,8.8,1
1878,Greg Buckner,2000,Clemson University,0,2002.0,44.0,SG,10.9,1.8,1.5,253.0,7.9,1
1879,Greg Buckner,2000,Clemson University,0,2003.0,75.0,SG,8.4,2.5,0.8,450.0,10.1,1
1880,Greg Buckner,2000,Clemson University,0,2004.0,53.0,SG,8.6,1.6,0.4,164.0,11.0,1
1881,Greg Buckner,2000,Clemson University,0,2005.0,70.0,SG,7.9,2.5,0.3,432.0,13.2,1
1882,Greg Buckner,2000,Clemson University,0,2006.0,73.0,SG,6.9,2.5,0.9,491.0,10.8,1
1883,Greg Buckner,2000,Clemson University,0,2007.0,76.0,SG,6.9,1.8,0.4,305.0,7.6,1
1884,Greg Buckner,2000,Clemson University,0,2008.0,31.0,SG,7.2,2.1,0.3,124.0,10.8,1
1885,Greg Buckner,2000,Clemson University,0,2009.0,63.0,SF,9.1,1.8,0.7,155.0,9.9,1
1886,Quinn Buckner,1977,Indiana University,0,1982.0,70.0,PG,6.6,3.9,0.1,906.0,21.4,1
1887,Quinn Buckner,1977,Indiana University,0,1983.0,72.0,SG,6.4,3.2,0.2,570.0,22.6,1
1888,Quinn Buckner,1977,Indiana University,0,1984.0,79.0,PG,6.2,3.2,0.1,324.0,21.5,1
1889,Quinn Buckner,1977,Indiana University,0,1985.0,75.0,PG,5.6,3.5,0.1,180.0,20.1,1
1890,Quinn Buckner,1977,Indiana University,0,1986.0,32.0,PG,6.6,4.5,0.4,117.0,27.2,1
1891,Chase Budinger,2010,University of Arizona,0,2010.0,74.0,SF,8.5,1.2,0.5,657.0,9.7,1
1892,Chase Budinger,2010,University of Arizona,0,2011.0,78.0,SF,9.2,1.2,0.7,765.0,11.5,1
1893,Chase Budinger,2010,University of Arizona,0,2012.0,58.0,SF,9.7,1.2,0.4,558.0,9.3,1
1894,Chase Budinger,2010,University of Arizona,0,2013.0,23.0,SF,8.0,1.4,1.1,216.0,8.3,1
1895,Chase Budinger,2010,University of Arizona,0,2014.0,41.0,SF,7.5,1.2,0.2,274.0,6.2,1
1896,Chase Budinger,2010,University of Arizona,0,2015.0,67.0,SF,8.8,1.7,0.6,457.0,8.0,1
1897,Chase Budinger,2010,University of Arizona,0,2016.0,66.0,SF,8.8,1.7,0.9,271.0,10.2,1
1898,Chase Budinger,2010,University of Arizona,0,2016.0,49.0,SF,9.1,2.0,1.0,216.0,9.9,1
1899,Chase Budinger,2010,University of Arizona,0,2016.0,17.0,SF,7.9,0.7,0.4,55.0,11.4,1
1900,Jud Buechler,1991,University of Arizona,0,1991.0,74.0,SF,8.6,1.9,1.0,232.0,8.2,1
1901,Jud Buechler,1991,University of Arizona,0,1992.0,28.0,SF,9.8,3.2,1.5,70.0,10.0,1
1902,Jud Buechler,1991,University of Arizona,0,1992.0,15.0,SF,12.7,3.5,1.5,29.0,9.6,1
1903,Jud Buechler,1991,University of Arizona,0,1993.0,70.0,SF,8.5,1.8,0.9,437.0,9.9,1
1904,Jud Buechler,1991,University of Arizona,0,1994.0,36.0,SF,7.9,1.8,0.3,106.0,10.6,1
1905,Jud Buechler,1991,University of Arizona,0,1995.0,57.0,SF,9.6,2.1,1.5,217.0,12.6,1
1906,Jud Buechler,1991,University of Arizona,0,1996.0,74.0,SF,8.7,2.4,0.7,278.0,11.1,1
1907,Jud Buechler,1991,University of Arizona,0,1997.0,76.0,SF,10.1,1.7,2.2,139.0,11.4,1
1908,Jud Buechler,1991,University of Arizona,0,1998.0,74.0,SF,7.3,2.0,1.8,198.0,12.8,1
1909,Jud Buechler,1991,University of Arizona,0,1999.0,50.0,SF,7.7,1.9,1.0,274.0,9.1,1
1910,Jud Buechler,1991,University of Arizona,0,2000.0,58.0,SF,8.0,1.9,1.8,130.0,7.3,1
1911,Jud Buechler,1991,University of Arizona,0,2001.0,57.0,SF,6.8,1.4,1.0,193.0,8.4,1
1912,Jud Buechler,1991,University of Arizona,0,2002.0,66.0,SF,9.5,1.6,0.8,111.0,6.5,1
1913,Jud Buechler,1991,University of Arizona,0,2002.0,60.0,SF,9.6,1.6,0.9,105.0,6.5,1
1914,Rodney Buford,2000,Creighton University,0,2000.0,34.0,SG,7.2,1.4,1.5,147.0,9.2,1
1915,Rodney Buford,2000,Creighton University,0,2001.0,47.0,SF,7.3,1.6,0.8,248.0,5.4,1
1916,Rodney Buford,2000,Creighton University,0,2002.0,63.0,SG,8.6,1.3,0.5,591.0,7.0,1
1917,Rodney Buford,2000,Creighton University,0,2004.0,22.0,SF,6.0,2.2,0.5,41.0,7.6,1
1918,Rodney Buford,2000,Creighton University,0,2005.0,64.0,SF,8.7,1.6,0.3,445.0,8.7,1
1919,Matt Bullard,1991,University of Iowa,0,1991.0,18.0,PF,11.8,2.3,0.0,39.0,5.0,1
1920,Matt Bullard,1991,University of Iowa,0,1992.0,80.0,PF,9.7,1.0,1.0,512.0,8.9,1
1921,Matt Bullard,1991,University of Iowa,0,1993.0,79.0,PF,9.3,1.1,0.5,575.0,12.1,1
1922,Matt Bullard,1991,University of Iowa,0,1994.0,65.0,PF,6.4,1.0,0.5,226.0,12.6,1
1923,Matt Bullard,1991,University of Iowa,0,1996.0,46.0,PF,7.7,2.0,1.9,174.0,6.4,1
1924,Matt Bullard,1991,University of Iowa,0,1997.0,71.0,PF,6.6,1.1,1.3,320.0,10.0,1
1925,Matt Bullard,1991,University of Iowa,0,1998.0,67.0,SF,7.3,1.4,1.4,466.0,8.5,1
1926,Matt Bullard,1991,University of Iowa,0,1999.0,41.0,PF,5.9,1.7,0.7,117.0,7.0,1
1927,Matt Bullard,1991,University of Iowa,0,2000.0,56.0,PF,7.6,0.9,0.8,382.0,9.9,1
1928,Matt Bullard,1991,University of Iowa,0,2001.0,61.0,PF,7.5,0.5,0.6,354.0,6.9,1
1929,Matt Bullard,1991,University of Iowa,0,2002.0,31.0,PF,7.7,0.3,0.4,105.0,7.4,1
1930,Reggie Bullock,2014,University of North Carolina,0,2014.0,43.0,SF,7.6,1.1,0.2,115.0,4.3,1
1931,Reggie Bullock,2014,University of North Carolina,0,2015.0,36.0,SF,8.3,1.5,0.9,69.0,3.2,1
1932,Reggie Bullock,2014,University of North Carolina,0,2015.0,25.0,SF,8.6,1.7,0.6,65.0,3.1,1
1933,Reggie Bullock,2014,University of North Carolina,0,2015.0,11.0,SF,7.3,0.7,2.0,4.0,3.4,1
1934,Reggie Bullock,2014,University of North Carolina,0,2016.0,37.0,SF,8.6,1.2,0.4,122.0,9.2,1
1935,Reggie Bullock,2014,University of North Carolina,0,2017.0,31.0,SF,7.5,1.9,0.5,141.0,8.8,1
1936,Pat Burke,2003,Auburn University,0,2003.0,62.0,C,10.7,1.3,2.3,267.0,4.9,1
1937,Pat Burke,2003,Auburn University,0,2006.0,42.0,C,11.7,0.9,2.6,141.0,6.8,1
1938,Pat Burke,2003,Auburn University,0,2007.0,23.0,C,16.7,0.9,0.9,60.0,4.3,1
1939,Trey Burke,2014,University of Michigan,0,2014.0,70.0,PG,5.3,1.0,0.2,895.0,29.4,1
1940,Trey Burke,2014,University of Michigan,0,2015.0,76.0,PG,5.2,1.5,0.5,973.0,25.0,1
1941,Trey Burke,2014,University of Michigan,0,2016.0,64.0,PG,4.8,1.4,0.4,679.0,19.7,1
1942,Trey Burke,2014,University of Michigan,0,2017.0,57.0,PG,3.8,0.8,0.6,285.0,20.7,1
1943,Roger Burkman,1982,University of Louisville,0,1982.0,6.0,SG,11.3,9.7,3.7,5.0,19.7,1
1944,Alec Burks,2012,University of Colorado,0,2012.0,59.0,SG,8.1,1.5,0.4,425.0,9.5,1
1945,Alec Burks,2012,University of Colorado,0,2013.0,64.0,SG,7.5,1.6,0.9,451.0,13.0,1
1946,Alec Burks,2012,University of Colorado,0,2014.0,78.0,SG,6.8,1.7,0.5,1089.0,16.9,1
1947,Alec Burks,2012,University of Colorado,0,2015.0,27.0,SG,7.3,1.0,0.4,374.0,15.2,1
1948,Alec Burks,2012,University of Colorado,0,2016.0,31.0,SG,8.0,1.2,0.4,412.0,13.9,1
1949,Alec Burks,2012,University of Colorado,0,2017.0,42.0,SG,10.6,1.4,0.6,283.0,7.5,1
