name,year_start,college,division,fame,YEAR,G,POS,TRB%,STL%,BLK%,PTS,AST%
Alaa Abdelnaby,1991,Duke University,1,0,1993.0,75.0,PF,14.6,1.0,1.2,578.0,3.0
Alaa Abdelnaby,1991,Duke University,1,0,1993.0,12.0,PF,13.4,1.9,1.6,64.0,9.5
Alaa Abdelnaby,1991,Duke University,1,0,1995.0,54.0,PF,13.1,1.5,1.8,256.0,5.0
Alaa Abdelnaby,1991,Duke University,1,0,1995.0,51.0,PF,13.0,1.6,1.9,254.0,5.3
Kareem Abdul-Jabbar,1970,"University of California, Los Angeles",0,1,1982.0,76.0,C,13.4,1.1,4.1,1818.0,11.9
Kareem Abdul-Jabbar,1970,"University of California, Los Angeles",0,1,1983.0,79.0,C,12.8,1.1,3.5,1722.0,10.8
Kareem Abdul-Jabbar,1970,"University of California, Los Angeles",0,1,1984.0,80.0,C,12.7,1.0,2.9,1717.0,11.5
Kareem Abdul-Jabbar,1970,"University of California, Los Angeles",0,1,1985.0,79.0,C,13.5,1.1,3.3,1735.0,13.1
Kareem Abdul-Jabbar,1970,"University of California, Los Angeles",0,1,1986.0,79.0,C,10.3,1.2,2.7,1846.0,15.7
Kareem Abdul-Jabbar,1970,"University of California, Los Angeles",0,1,1987.0,78.0,C,11.9,0.9,2.2,1366.0,11.6
Kareem Abdul-Jabbar,1970,"University of California, Los Angeles",0,1,1988.0,80.0,C,11.7,1.0,2.2,1165.0,8.4
Kareem Abdul-Jabbar,1970,"University of California, Los Angeles",0,1,1989.0,74.0,C,11.0,1.1,2.9,748.0,6.1
Mahmoud Abdul-Rauf,1991,Louisiana State University,0,0,1991.0,67.0,PG,3.8,1.5,0.1,942.0,19.2
Mahmoud Abdul-Rauf,1991,Louisiana State University,0,0,1992.0,81.0,PG,4.0,1.4,0.2,837.0,21.0
Mahmoud Abdul-Rauf,1991,Louisiana State University,0,0,1993.0,81.0,PG,4.4,1.5,0.2,1553.0,20.8
Mahmoud Abdul-Rauf,1991,Louisiana State University,0,0,1994.0,80.0,PG,3.6,1.6,0.2,1437.0,24.1
Mahmoud Abdul-Rauf,1991,Louisiana State University,0,0,1995.0,73.0,PG,3.9,1.9,0.3,1165.0,23.0
Mahmoud Abdul-Rauf,1991,Louisiana State University,0,0,1996.0,57.0,PG,3.9,1.6,0.1,1095.0,34.7
Mahmoud Abdul-Rauf,1991,Louisiana State University,0,0,1997.0,75.0,PG,3.3,1.4,0.2,1031.0,15.8
Mahmoud Abdul-Rauf,1991,Louisiana State University,0,0,1998.0,31.0,PG,3.9,1.6,0.1,227.0,19.7
Mahmoud Abdul-Rauf,1991,Louisiana State University,0,0,2001.0,41.0,PG,2.9,1.0,0.1,266.0,32.7
Tariq Abdul-Wahad,1998,San Jose State University,1,0,1998.0,59.0,SG,6.7,1.9,0.9,376.0,8.9
Tariq Abdul-Wahad,1998,San Jose State University,1,0,1999.0,49.0,SG,8.1,2.1,0.8,454.0,6.5
Tariq Abdul-Wahad,1998,San Jose State University,1,0,2000.0,61.0,SG,10.0,1.8,1.2,697.0,10.0
Tariq Abdul-Wahad,1998,San Jose State University,1,0,2000.0,46.0,SG,10.8,2.2,0.9,563.0,9.7
Tariq Abdul-Wahad,1998,San Jose State University,1,0,2000.0,15.0,SG,7.6,0.8,2.2,134.0,11.0
Tariq Abdul-Wahad,1998,San Jose State University,1,0,2001.0,29.0,SG,7.6,1.7,2.1,111.0,8.1
Tariq Abdul-Wahad,1998,San Jose State University,1,0,2002.0,24.0,SG,10.8,2.4,1.7,135.0,8.8
Tariq Abdul-Wahad,1998,San Jose State University,1,0,2002.0,20.0,SG,10.7,2.3,1.6,135.0,8.7
Tariq Abdul-Wahad,1998,San Jose State University,1,0,2003.0,14.0,SG,10.8,1.5,1.1,57.0,15.4
Shareef Abdur-Rahim,1997,University of California,1,0,1997.0,80.0,PF,11.5,1.5,2.2,1494.0,12.1
Shareef Abdur-Rahim,1997,University of California,1,0,1998.0,82.0,SF,11.3,1.6,1.8,1829.0,13.5
Shareef Abdur-Rahim,1997,University of California,1,0,1999.0,50.0,SF,10.9,1.8,2.0,1152.0,17.6
Shareef Abdur-Rahim,1997,University of California,1,0,2000.0,82.0,SF,15.3,1.5,1.9,1663.0,15.5
Shareef Abdur-Rahim,1997,University of California,1,0,2001.0,81.0,SF,13.0,1.5,1.6,1663.0,14.3
Shareef Abdur-Rahim,1997,University of California,1,0,2002.0,77.0,PF,13.3,1.7,2.0,1636.0,15.1
Shareef Abdur-Rahim,1997,University of California,1,0,2003.0,81.0,PF,12.5,1.5,0.9,1608.0,14.7
Shareef Abdur-Rahim,1997,University of California,1,0,2004.0,85.0,PF,13.6,1.4,1.0,1384.0,12.3
Shareef Abdur-Rahim,1997,University of California,1,0,2004.0,53.0,PF,14.3,1.2,0.7,1065.0,12.6
Shareef Abdur-Rahim,1997,University of California,1,0,2004.0,32.0,PF,11.8,1.8,1.8,319.0,11.5
Shareef Abdur-Rahim,1997,University of California,1,0,2005.0,54.0,PF,12.1,1.4,1.0,909.0,10.7
Shareef Abdur-Rahim,1997,University of California,1,0,2006.0,72.0,PF,10.6,1.3,1.6,887.0,13.2
Shareef Abdur-Rahim,1997,University of California,1,0,2007.0,80.0,C,11.6,1.3,1.5,793.0,9.2
Alex Abrines,2017,Unknown,0,0,2017.0,68.0,SG,4.5,1.7,0.6,406.0,5.5
Alex Acker,2006,Pepperdine University,1,0,2009.0,25.0,SG,7.0,1.3,1.5,72.0,10.2
Alex Acker,2006,Pepperdine University,1,0,2009.0,7.0,SG,5.9,5.5,3.9,9.0,9.1
Alex Acker,2006,Pepperdine University,1,0,2009.0,18.0,SG,7.1,0.9,1.2,63.0,10.3
Mark Acres,1988,Oral Roberts University,1,0,1989.0,62.0,C,13.3,1.5,0.6,137.0,3.7
Mark Acres,1988,Oral Roberts University,1,0,1990.0,80.0,C,13.4,1.0,0.8,362.0,5.0
Mark Acres,1988,Oral Roberts University,1,0,1991.0,68.0,C,14.9,0.9,1.1,285.0,2.5
Mark Acres,1988,Oral Roberts University,1,0,1992.0,68.0,C,15.2,1.3,1.0,208.0,3.2
Mark Acres,1988,Oral Roberts University,1,0,1993.0,18.0,C,14.0,0.5,1.4,64.0,2.5
Mark Acres,1988,Oral Roberts University,1,0,1993.0,6.0,C,14.8,0.0,0.0,6.0,0.0
Quincy Acy,2013,Baylor University,1,0,2013.0,29.0,PF,13.4,2.0,3.5,116.0,5.2
Quincy Acy,2013,Baylor University,1,0,2014.0,63.0,SF,14.4,1.4,2.5,171.0,4.9
Quincy Acy,2013,Baylor University,1,0,2014.0,7.0,SF,14.3,3.4,3.9,19.0,10.1
Quincy Acy,2013,Baylor University,1,0,2014.0,56.0,SF,14.4,1.2,2.4,152.0,4.4
Quincy Acy,2013,Baylor University,1,0,2015.0,68.0,PF,13.5,1.1,1.4,398.0,8.7
Quincy Acy,2013,Baylor University,1,0,2016.0,59.0,PF,11.6,1.6,2.2,307.0,4.4
Quincy Acy,2013,Baylor University,1,0,2017.0,38.0,PF,11.0,1.2,2.0,222.0,4.9
Quincy Acy,2013,Baylor University,1,0,2017.0,6.0,PF,9.7,0.0,0.0,13.0,0.0
Quincy Acy,2013,Baylor University,1,0,2017.0,32.0,PF,11.1,1.3,2.2,209.0,5.4
Alvan Adams,1976,University of Oklahoma,1,0,1982.0,79.0,C,13.6,2.3,1.9,1196.0,22.1
Alvan Adams,1976,University of Oklahoma,1,0,1983.0,80.0,C,12.4,2.2,1.7,1135.0,21.8
Alvan Adams,1976,University of Oklahoma,1,0,1984.0,70.0,C,12.9,2.4,1.2,670.0,20.3
Alvan Adams,1976,University of Oklahoma,1,0,1986.0,78.0,C,13.7,2.4,1.3,841.0,22.5
Alvan Adams,1976,University of Oklahoma,1,0,1987.0,68.0,C,11.2,1.7,1.3,756.0,18.4
Alvan Adams,1976,University of Oklahoma,1,0,1988.0,82.0,C,12.5,2.4,1.4,611.0,14.9
Hassan Adams,2007,University of Arizona,1,0,2007.0,61.0,SG,9.2,1.8,0.6,174.0,4.5
Jordan Adams,2015,"University of California, Los Angeles",0,0,2015.0,30.0,SG,6.4,3.4,2.3,94.0,10.1
Jordan Adams,2015,"University of California, Los Angeles",0,0,2016.0,2.0,SG,7.6,10.3,0.0,7.0,31.9
Michael Adams,1986,Boston College,1,0,1986.0,18.0,PG,2.4,3.0,0.4,40.0,20.3
Michael Adams,1986,Boston College,1,0,1987.0,63.0,PG,5.0,3.1,0.3,453.0,25.7
Michael Adams,1986,Boston College,1,0,1988.0,82.0,PG,4.2,2.8,0.3,1137.0,22.5
Michael Adams,1986,Boston College,1,0,1989.0,77.0,PG,5.2,2.7,0.2,1424.0,22.2
Michael Adams,1986,Boston College,1,0,1990.0,79.0,PG,4.4,2.0,0.1,1221.0,23.3
Michael Adams,1986,Boston College,1,0,1991.0,66.0,PG,5.2,2.6,0.1,1752.0,39.4
Michael Adams,1986,Boston College,1,0,1992.0,78.0,PG,6.1,2.5,0.2,1408.0,31.5
Michael Adams,1986,Boston College,1,0,1993.0,70.0,PG,5.4,2.0,0.1,1035.0,30.6
Michael Adams,1986,Boston College,1,0,1994.0,70.0,PG,4.6,2.1,0.2,849.0,29.8
Michael Adams,1986,Boston College,1,0,1995.0,29.0,PG,3.9,2.7,0.2,188.0,34.6
Michael Adams,1986,Boston College,1,0,1996.0,21.0,PG,4.1,3.3,0.9,114.0,30.4
Steven Adams,2014,University of Pittsburgh,1,0,2015.0,70.0,C,15.8,1.1,3.8,537.0,5.5
Steven Adams,2014,University of Pittsburgh,1,0,2017.0,80.0,C,14.2,1.8,2.6,905.0,5.4
Rafael Addison,1987,Syracuse University,1,0,1987.0,62.0,SF,8.4,1.8,0.6,359.0,9.1
Rafael Addison,1987,Syracuse University,1,0,1992.0,76.0,SF,7.4,1.2,1.4,444.0,8.1
Rafael Addison,1987,Syracuse University,1,0,1993.0,68.0,SF,6.2,1.0,0.6,428.0,6.8
Rafael Addison,1987,Syracuse University,1,0,1995.0,79.0,SF,8.0,1.5,1.0,656.0,9.9
Rafael Addison,1987,Syracuse University,1,0,1996.0,53.0,SF,10.6,0.9,1.3,171.0,9.2
Rafael Addison,1987,Syracuse University,1,0,1997.0,41.0,SF,7.7,1.2,0.6,128.0,15.5
Jeff Adrien,2011,University of Connecticut,1,0,2013.0,52.0,PF,15.7,1.3,3.1,209.0,8.3
Arron Afflalo,2008,"University of California, Los Angeles",0,0,2008.0,75.0,SG,8.4,1.8,0.7,276.0,8.1
Arron Afflalo,2008,"University of California, Los Angeles",0,0,2009.0,74.0,SG,6.4,1.3,0.8,363.0,5.5
Arron Afflalo,2008,"University of California, Los Angeles",0,0,2010.0,82.0,SG,6.5,1.0,1.0,724.0,9.3
Arron Afflalo,2008,"University of California, Los Angeles",0,0,2011.0,69.0,SG,6.2,0.7,1.0,867.0,10.9
Arron Afflalo,2008,"University of California, Los Angeles",0,0,2012.0,62.0,SG,5.5,0.9,0.5,943.0,11.1
Arron Afflalo,2008,"University of California, Los Angeles",0,0,2013.0,64.0,SF,5.8,0.9,0.4,1057.0,14.6
Arron Afflalo,2008,"University of California, Los Angeles",0,0,2014.0,73.0,SG,5.8,0.7,0.1,1330.0,16.9
Arron Afflalo,2008,"University of California, Los Angeles",0,0,2015.0,78.0,SG,5.3,0.8,0.2,1035.0,8.2
Arron Afflalo,2008,"University of California, Los Angeles",0,0,2015.0,53.0,SG,5.6,0.9,0.2,771.0,9.3
Arron Afflalo,2008,"University of California, Los Angeles",0,0,2015.0,25.0,SG,4.8,0.6,0.2,264.0,5.5
Arron Afflalo,2008,"University of California, Los Angeles",0,0,2016.0,71.0,SG,6.1,0.5,0.3,909.0,9.9
Arron Afflalo,2008,"University of California, Los Angeles",0,0,2017.0,61.0,SG,4.6,0.7,0.4,515.0,7.4
Maurice Ager,2007,Michigan State University,1,0,2007.0,32.0,SG,5.9,1.0,1.1,69.0,5.0
Maurice Ager,2007,Michigan State University,1,0,2008.0,26.0,SG,4.6,0.0,0.4,51.0,8.0
Maurice Ager,2007,Michigan State University,1,0,2008.0,12.0,SG,3.0,0.0,1.0,15.0,7.4
Maurice Ager,2007,Michigan State University,1,0,2008.0,14.0,SG,5.9,0.0,0.0,36.0,8.4
Maurice Ager,2007,Michigan State University,1,0,2009.0,20.0,SG,6.1,0.6,1.7,34.0,5.3
Mark Aguirre,1982,DePaul University,1,0,1982.0,51.0,SF,9.7,1.2,0.9,955.0,18.6
Mark Aguirre,1982,DePaul University,1,0,1983.0,81.0,SF,9.8,1.3,0.5,1979.0,18.2
Mark Aguirre,1982,DePaul University,1,0,1984.0,79.0,SF,9.4,1.3,0.4,2330.0,21.0
Mark Aguirre,1982,DePaul University,1,0,1985.0,80.0,SF,10.1,1.1,0.5,2055.0,15.3
Mark Aguirre,1982,DePaul University,1,0,1986.0,74.0,SF,9.8,1.2,0.3,1670.0,20.9
Mark Aguirre,1982,DePaul University,1,0,1987.0,80.0,SF,8.7,1.5,0.6,2056.0,15.7
Mark Aguirre,1982,DePaul University,1,0,1988.0,77.0,SF,9.0,1.3,1.3,1932.0,18.4
Mark Aguirre,1982,DePaul University,1,0,1989.0,80.0,SF,8.3,0.9,0.8,1511.0,17.9
Mark Aguirre,1982,DePaul University,1,0,1989.0,44.0,SF,8.5,0.9,1.1,953.0,21.5
Mark Aguirre,1982,DePaul University,1,0,1989.0,36.0,SF,8.0,0.8,0.4,558.0,12.7
Mark Aguirre,1982,DePaul University,1,0,1990.0,78.0,SF,8.7,0.9,0.6,1099.0,11.6
Mark Aguirre,1982,DePaul University,1,0,1991.0,78.0,SF,10.7,1.2,0.6,1104.0,11.6
Mark Aguirre,1982,DePaul University,1,0,1992.0,75.0,SF,8.4,1.7,0.4,851.0,13.4
Mark Aguirre,1982,DePaul University,1,0,1993.0,51.0,SF,8.0,0.8,0.4,503.0,15.3
Mark Aguirre,1982,DePaul University,1,0,1994.0,39.0,SF,7.2,1.2,0.6,413.0,18.5
Blake Ahearn,2008,Missouri State University,1,0,2008.0,12.0,PG,6.4,1.8,0.0,70.0,17.2
Blake Ahearn,2008,Missouri State University,1,0,2009.0,3.0,PG,3.1,2.9,0.0,8.0,16.0
Danny Ainge,1982,Brigham Young University,1,0,1982.0,53.0,SG,5.5,3.1,0.3,219.0,19.7
Danny Ainge,1982,Brigham Young University,1,0,1983.0,80.0,SG,5.6,2.5,0.2,791.0,16.1
Danny Ainge,1982,Brigham Young University,1,0,1984.0,71.0,SG,5.7,1.7,0.2,384.0,18.4
Danny Ainge,1982,Brigham Young University,1,0,1985.0,75.0,SG,5.8,2.2,0.1,971.0,19.9
Danny Ainge,1982,Brigham Young University,1,0,1986.0,80.0,SG,5.4,1.9,0.2,855.0,21.3
Danny Ainge,1982,Brigham Young University,1,0,1987.0,71.0,SG,5.4,2.0,0.3,1053.0,21.2
Danny Ainge,1982,Brigham Young University,1,0,1988.0,81.0,SG,4.9,1.9,0.3,1270.0,22.2
Danny Ainge,1982,Brigham Young University,1,0,1989.0,73.0,PG,6.0,1.9,0.2,1281.0,25.3
Danny Ainge,1982,Brigham Young University,1,0,1989.0,45.0,PG,6.6,1.9,0.0,714.0,23.1
Danny Ainge,1982,Brigham Young University,1,0,1989.0,28.0,PG,5.3,1.9,0.4,567.0,28.1
Danny Ainge,1982,Brigham Young University,1,0,1990.0,75.0,PG,6.8,2.1,0.4,1342.0,25.5
Danny Ainge,1982,Brigham Young University,1,0,1991.0,80.0,SG,6.6,1.8,0.5,890.0,23.8
Danny Ainge,1982,Brigham Young University,1,0,1992.0,81.0,SG,5.1,2.2,0.5,784.0,18.4
Danny Ainge,1982,Brigham Young University,1,0,1993.0,80.0,SG,5.5,1.5,0.2,947.0,16.5
Danny Ainge,1982,Brigham Young University,1,0,1994.0,68.0,SG,4.7,1.8,0.3,606.0,15.9
Danny Ainge,1982,Brigham Young University,1,0,1995.0,74.0,SG,4.6,1.7,0.4,571.0,21.7
Alexis Ajinca,2009,Unknown,0,0,2009.0,31.0,PF,10.2,2.1,2.7,70.0,2.8
Alexis Ajinca,2009,Unknown,0,0,2011.0,34.0,C,13.6,1.7,4.2,143.0,4.8
Alexis Ajinca,2009,Unknown,0,0,2011.0,10.0,C,13.3,2.1,5.1,29.0,4.3
Alexis Ajinca,2009,Unknown,0,0,2011.0,24.0,C,13.6,1.6,4.0,114.0,4.9
Alexis Ajinca,2009,Unknown,0,0,2014.0,56.0,C,16.9,1.3,4.1,328.0,6.6
Alexis Ajinca,2009,Unknown,0,0,2016.0,59.0,C,17.3,1.1,3.4,352.0,5.8
Alexis Ajinca,2009,Unknown,0,0,2017.0,39.0,C,16.0,1.7,3.1,207.0,3.1
Mark Alarie,1987,Duke University,1,0,1987.0,64.0,PF,10.1,0.9,1.4,503.0,8.9
Mark Alarie,1987,Duke University,1,0,1988.0,63.0,PF,11.6,0.6,0.9,327.0,7.7
Mark Alarie,1987,Duke University,1,0,1989.0,74.0,PF,12.2,1.0,1.1,498.0,7.8
Mark Alarie,1987,Duke University,1,0,1990.0,82.0,PF,10.7,1.5,1.2,860.0,10.5
Mark Alarie,1987,Duke University,1,0,1991.0,42.0,PF,10.9,1.3,0.8,244.0,11.2
Furkan Aldemir,2015,Unknown,0,0,2015.0,41.0,PF,17.7,1.6,2.4,93.0,8.3
LaMarcus Aldridge,2007,University of Texas at Austin,0,0,2007.0,63.0,C,13.9,0.9,4.2,565.0,3.2
LaMarcus Aldridge,2007,University of Texas at Austin,0,0,2008.0,76.0,PF,12.8,1.1,2.8,1350.0,8.8
LaMarcus Aldridge,2007,University of Texas at Austin,0,0,2009.0,81.0,PF,12.5,1.4,2.0,1470.0,9.3
LaMarcus Aldridge,2007,University of Texas at Austin,0,0,2010.0,78.0,PF,13.3,1.3,1.3,1393.0,9.9
LaMarcus Aldridge,2007,University of Texas at Austin,0,0,2011.0,81.0,PF,13.5,1.4,2.4,1769.0,10.1
LaMarcus Aldridge,2007,University of Texas at Austin,0,0,2012.0,55.0,PF,12.9,1.3,1.7,1191.0,13.2
LaMarcus Aldridge,2007,University of Texas at Austin,0,0,2013.0,74.0,PF,14.0,1.2,2.5,1560.0,13.0
LaMarcus Aldridge,2007,University of Texas at Austin,0,0,2014.0,69.0,PF,16.5,1.3,1.9,1603.0,13.0
LaMarcus Aldridge,2007,University of Texas at Austin,0,0,2015.0,71.0,PF,15.5,1.0,1.9,1661.0,9.2
LaMarcus Aldridge,2007,University of Texas at Austin,0,0,2016.0,74.0,PF,15.9,0.9,2.8,1331.0,8.1
LaMarcus Aldridge,2007,University of Texas at Austin,0,0,2017.0,72.0,PF,12.7,1.0,3.1,1243.0,9.9
Chuck Aleksinas,1985,University of Connecticut,1,0,1985.0,74.0,C,13.6,0.6,0.8,377.0,4.4
Cory Alexander,1996,University of Virginia,1,0,1996.0,60.0,PG,4.2,2.5,0.3,168.0,31.6
Cory Alexander,1996,University of Virginia,1,0,1997.0,80.0,PG,5.1,3.1,0.9,577.0,30.0
Cory Alexander,1996,University of Virginia,1,0,1998.0,60.0,PG,6.6,2.9,0.6,488.0,28.7
Cory Alexander,1996,University of Virginia,1,0,1998.0,37.0,PG,5.4,2.7,0.7,165.0,23.2
Cory Alexander,1996,University of Virginia,1,0,1998.0,23.0,PG,7.3,3.0,0.6,323.0,32.1
Cory Alexander,1996,University of Virginia,1,0,1999.0,36.0,PG,5.5,2.4,0.5,261.0,26.6
Cory Alexander,1996,University of Virginia,1,0,2000.0,29.0,PG,6.9,3.7,0.4,82.0,25.7
Cory Alexander,1996,University of Virginia,1,0,2001.0,26.0,PG,6.1,3.6,0.0,52.0,23.5
Cory Alexander,1996,University of Virginia,1,0,2005.0,16.0,SG,8.2,2.3,0.4,49.0,27.7
Courtney Alexander,2001,"California State University, Fresno",0,0,2001.0,65.0,PG,5.9,1.7,0.3,618.0,8.0
Courtney Alexander,2001,"California State University, Fresno",0,0,2001.0,38.0,PG,7.5,1.7,0.5,160.0,6.9
Courtney Alexander,2001,"California State University, Fresno",0,0,2001.0,27.0,PG,5.1,1.7,0.2,458.0,8.6
Courtney Alexander,2001,"California State University, Fresno",0,0,2002.0,56.0,SG,6.5,1.4,0.4,549.0,11.3
Courtney Alexander,2001,"California State University, Fresno",0,0,2003.0,66.0,PG,5.0,1.2,0.3,523.0,9.8
Joe Alexander,2009,West Virginia University,1,0,2009.0,59.0,SF,9.5,1.1,3.4,278.0,9.5
Joe Alexander,2009,West Virginia University,1,0,2010.0,8.0,SF,9.6,1.8,2.6,4.0,9.3
Victor Alexander,1992,Iowa State University,1,0,1992.0,80.0,C,13.6,1.5,2.7,589.0,3.1
Victor Alexander,1992,Iowa State University,1,0,1993.0,72.0,C,13.4,0.9,1.9,809.0,7.8
Victor Alexander,1992,Iowa State University,1,0,1994.0,69.0,C,12.6,1.0,1.5,602.0,7.3
Victor Alexander,1992,Iowa State University,1,0,1995.0,50.0,C,13.0,1.1,1.6,502.0,7.8
Victor Alexander,1992,Iowa State University,1,0,2002.0,15.0,C,17.6,0.0,0.7,40.0,11.5
Steve Alford,1988,Indiana University,1,0,1988.0,28.0,PG,6.3,4.3,0.9,59.0,15.4
Steve Alford,1988,Indiana University,1,0,1989.0,66.0,PG,4.0,2.2,0.2,366.0,13.2
Steve Alford,1988,Indiana University,1,0,1989.0,9.0,PG,4.4,1.3,0.0,7.0,32.0
Steve Alford,1988,Indiana University,1,0,1989.0,57.0,PG,4.0,2.3,0.2,359.0,12.4
Steve Alford,1988,Indiana University,1,0,1990.0,41.0,PG,4.7,2.5,0.6,168.0,21.2
Steve Alford,1988,Indiana University,1,0,1991.0,34.0,PG,5.8,1.7,0.3,151.0,16.4
Jerome Allen,1996,University of Pennsylvania,0,0,1996.0,41.0,SG,4.1,3.0,1.1,108.0,20.8
Jerome Allen,1996,University of Pennsylvania,0,0,1997.0,76.0,SG,6.1,1.8,0.3,228.0,25.3
Jerome Allen,1996,University of Pennsylvania,0,0,1997.0,51.0,SG,5.6,2.1,0.0,164.0,24.9
Jerome Allen,1996,University of Pennsylvania,0,0,1997.0,25.0,SG,7.5,0.8,1.1,64.0,26.3
Lavoy Allen,2012,Temple University,1,0,2013.0,79.0,C,13.4,0.8,2.6,455.0,6.7
Lavoy Allen,2012,Temple University,1,0,2014.0,65.0,PF,15.7,1.1,2.4,303.0,10.1
Lavoy Allen,2012,Temple University,1,0,2014.0,51.0,PF,15.6,1.1,2.2,263.0,10.2
Lavoy Allen,2012,Temple University,1,0,2017.0,61.0,PF,14.2,1.0,2.4,177.0,9.1
Malik Allen,2002,Villanova University,1,0,2002.0,12.0,PF,13.8,1.0,3.8,52.0,5.5
Malik Allen,2002,Villanova University,1,0,2003.0,80.0,PF,10.6,0.9,2.6,767.0,4.4
Malik Allen,2002,Villanova University,1,0,2006.0,54.0,PF,11.5,1.0,1.8,266.0,4.9
Malik Allen,2002,Villanova University,1,0,2007.0,60.0,PF,10.6,1.4,2.0,242.0,4.2
Malik Allen,2002,Villanova University,1,0,2008.0,73.0,PF,10.4,0.9,2.2,338.0,6.8
Malik Allen,2002,Villanova University,1,0,2008.0,48.0,PF,9.7,1.0,2.1,261.0,6.8
Malik Allen,2002,Villanova University,1,0,2009.0,49.0,PF,10.5,0.6,1.7,156.0,9.5
Malik Allen,2002,Villanova University,1,0,2010.0,51.0,PF,10.4,1.2,0.8,105.0,5.1
Randy Allen,1989,Florida State University,1,0,1989.0,7.0,SG,8.7,1.1,1.3,17.0,0.0
Randy Allen,1989,Florida State University,1,0,1990.0,63.0,SG,10.5,1.1,1.5,235.0,4.4
Ray Allen,1997,University of Connecticut,1,1,1997.0,82.0,SG,7.9,1.6,0.3,1102.0,13.9
Ray Allen,1997,University of Connecticut,1,1,1998.0,82.0,SG,7.5,1.8,0.3,1602.0,19.3
Ray Allen,1997,University of Connecticut,1,1,1999.0,50.0,SG,7.4,1.7,0.3,856.0,18.8
Ray Allen,1997,University of Connecticut,1,1,2000.0,82.0,SG,6.8,1.9,0.5,1809.0,17.0
Ray Allen,1997,University of Connecticut,1,1,2001.0,82.0,SG,7.8,2.1,0.5,1806.0,20.4
Ray Allen,1997,University of Connecticut,1,1,2002.0,69.0,SG,7.1,1.9,0.5,1503.0,19.4
Ray Allen,1997,University of Connecticut,1,1,2003.0,76.0,SG,7.8,1.9,0.4,1713.0,21.6
Ray Allen,1997,University of Connecticut,1,1,2003.0,47.0,SG,7.6,1.8,0.5,1003.0,17.5
Ray Allen,1997,University of Connecticut,1,1,2003.0,29.0,SG,8.0,2.1,0.2,710.0,27.3
Ray Allen,1997,University of Connecticut,1,1,2004.0,56.0,SG,7.8,1.8,0.4,1287.0,23.3
Ray Allen,1997,University of Connecticut,1,1,2005.0,78.0,SG,6.9,1.5,0.1,1867.0,18.1
Ray Allen,1997,University of Connecticut,1,1,2006.0,78.0,SG,6.6,1.8,0.4,1955.0,17.2
Ray Allen,1997,University of Connecticut,1,1,2007.0,55.0,SG,6.7,1.9,0.4,1454.0,19.0
Ray Allen,1997,University of Connecticut,1,1,2008.0,73.0,SG,6.1,1.3,0.5,1273.0,14.6
Ray Allen,1997,University of Connecticut,1,1,2009.0,79.0,SG,5.9,1.3,0.4,1434.0,12.6
Ray Allen,1997,University of Connecticut,1,1,2010.0,80.0,SG,5.5,1.2,0.7,1304.0,12.3
Ray Allen,1997,University of Connecticut,1,1,2011.0,80.0,SG,5.8,1.4,0.4,1321.0,12.7
Ray Allen,1997,University of Connecticut,1,1,2012.0,46.0,SG,5.3,1.7,0.4,655.0,11.8
Ray Allen,1997,University of Connecticut,1,1,2013.0,79.0,SG,6.6,1.7,0.6,863.0,10.2
Ray Allen,1997,University of Connecticut,1,1,2014.0,73.0,SG,6.7,1.5,0.4,701.0,11.1
Tony Allen,2005,Oklahoma State University,1,0,2005.0,77.0,SG,10.2,3.1,1.4,492.0,8.2
Tony Allen,2005,Oklahoma State University,1,0,2006.0,51.0,PG,6.9,2.7,1.4,369.0,11.2
Tony Allen,2005,Oklahoma State University,1,0,2007.0,33.0,SG,9.2,3.2,1.2,379.0,12.5
Tony Allen,2005,Oklahoma State University,1,0,2008.0,75.0,SG,7.3,2.4,1.3,494.0,13.1
Tony Allen,2005,Oklahoma State University,1,0,2009.0,46.0,SG,7.1,3.2,2.1,359.0,12.0
Tony Allen,2005,Oklahoma State University,1,0,2010.0,54.0,SG,10.0,3.5,1.7,330.0,13.0
Tony Allen,2005,Oklahoma State University,1,0,2011.0,72.0,SG,7.7,4.5,2.4,643.0,10.9
Tony Allen,2005,Oklahoma State University,1,0,2012.0,58.0,SG,8.9,3.6,1.8,568.0,8.3
Tony Allen,2005,Oklahoma State University,1,0,2013.0,79.0,SG,10.2,3.1,1.7,705.0,7.6
Tony Allen,2005,Oklahoma State University,1,0,2014.0,55.0,SG,9.6,3.8,1.2,495.0,11.7
Tony Allen,2005,Oklahoma State University,1,0,2015.0,63.0,SG,9.7,4.1,1.5,539.0,8.1
Tony Allen,2005,Oklahoma State University,1,0,2016.0,64.0,SG,10.4,3.5,1.0,535.0,6.9
Tony Allen,2005,Oklahoma State University,1,0,2017.0,71.0,SG,11.7,3.1,1.4,643.0,8.4
Morris Almond,2008,Rice University,1,0,2008.0,9.0,SG,3.1,1.3,0.0,13.0,10.5
Morris Almond,2008,Rice University,1,0,2009.0,25.0,SG,8.4,0.8,1.2,92.0,4.2
Morris Almond,2008,Rice University,1,0,2012.0,4.0,SG,6.7,5.4,0.0,14.0,4.4
Derrick Alston,1995,Duquesne University,1,0,1995.0,64.0,C,12.4,2.0,2.5,299.0,5.1
Derrick Alston,1995,Duquesne University,1,0,1996.0,73.0,C,10.8,1.8,2.4,452.0,6.5
